REPLICATE,LEFT_MODEL,RIGHT_MODEL,MCC_DELTA
7,stable_synergy_path_20q_duplicate,rbf_matched,0.007799705132476242
7,stable_synergy_path_20q_complementary,rbf_matched,0.016179690776363387
7,max_synergy_path_10q,random_forest,-0.06941181820248865
7,stable_synergy_path_10q,random_forest,-0.04802000839219478
7,max_synergy_path_20q_duplicate,random_forest,-0.17175079245436825
7,max_synergy_path_20q_complementary,random_forest,-0.03863837389800889
7,stable_synergy_path_20q_duplicate,random_forest,-0.04954854109097362
7,stable_synergy_path_20q_complementary,random_forest,-0.041168555447086475
8,max_synergy_path_10q,current_order_10q,0.005351096609032713
8,stable_synergy_path_10q,current_order_10q,0.02969988755064734
8,max_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.058049165054742335
8,max_synergy_path_20q_complementary,current_order_20q_complementary,0.009484752422062537
8,stable_synergy_path_20q_duplicate,current_order_20q_duplicate,0.009463961992689951
8,stable_synergy_path_20q_complementary,current_order_20q_complementary,0.0001746356324667797
